folder	reason	current_movie_count	og_movie_count	subtitle_count	subdir_count	unexpected_count	details
/Volumes/分类/短篇集/美好的一天	CURRENT_MOVIE_COUNT_2	2	1	2	0	0	current_movies=/Volumes/分类/短篇集/美好的一天/Jan Jakub Kolski - Ladny Dzien [1988].avi|/Volumes/分类/短篇集/美好的一天/Jan Jakub Kolski - Ladny Dzien [1988].mkv
