folder	reason	detail
/Volumes/导演们/刘别谦/有声片/蓝胡子的第八任妻子	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=0
/Volumes/导演们/刘别谦/有声片/蓝胡子的第八任妻子/蓝胡子的第八任妻子	not a single movie folder	movies=0 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/刘别谦/默片	not a single movie folder	movies=9 subtitles=0 subdirs=10 other_files=0
/Volumes/导演们/曼·雷伊	not a single movie folder	movies=3 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/梅尔维尔	not a single movie folder	movies=8 subtitles=0 subdirs=3 other_files=1
/Volumes/导演们/梅尔维尔/海之沉默	not a single movie folder	movies=2 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/梅尔维尔/海之沉默/字幕	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/梅尔维尔/费尔肖家的老大	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/尼基塔·米哈尔科夫	not a single movie folder	movies=8 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/尼基塔·米哈尔科夫/蒙古精神	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/帕索里尼	not a single movie folder	movies=10 subtitles=0 subdirs=5 other_files=2
/Volumes/导演们/帕索里尼/十日谈	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/帕索里尼/定理	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/帕索里尼/罗马妈妈	subdir is not subtitle-only or feature-like	/Volumes/导演们/帕索里尼/罗马妈妈/zimu subtitles=4 movies=0 others=0 nested_dirs=1
/Volumes/导演们/帕索里尼/罗马妈妈	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=0
/Volumes/导演们/帕索里尼/罗马妈妈/zimu	not a single movie folder	movies=0 subtitles=4 subdirs=1 other_files=0
/Volumes/导演们/帕索里尼/罗马妈妈/zimu/06.27.04.Mamma.Roma.CnEn.SUB.PROD.NTK	not a single movie folder	movies=0 subtitles=3 subdirs=0 other_files=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/不变的你 subtitles=0 movies=1 others=0 nested_dirs=1
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/何处安放你藏起的笑容 subtitles=0 movies=1 others=3 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/前进青春 subtitles=0 movies=5 others=0 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/我们的人 subtitles=3 movies=1 others=0 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/落入俗世 subtitles=1 movies=1 others=0 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/血 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	subdir is not subtitle-only or feature-like	/Volumes/导演们/佩德罗·科斯塔/骨未成灰 subtitles=0 movies=3 others=0 nested_dirs=0
/Volumes/导演们/佩德罗·科斯塔	single movie folder without root subtitles but has extras/other files	subdirs=7 other_files=0
/Volumes/导演们/佩德罗·科斯塔/不变的你	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=0
/Volumes/导演们/佩德罗·科斯塔/不变的你/Extras	not a single movie folder	movies=4 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/佩德罗·科斯塔/何处安放你藏起的笑容	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=3
/Volumes/导演们/佩德罗·科斯塔/前进青春	not a single movie folder	movies=5 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/佩德罗·科斯塔/血	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/佩德罗·科斯塔/骨未成灰	not a single movie folder	movies=3 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/是枝裕和	not a single movie folder	movies=11 subtitles=0 subdirs=3 other_files=1
/Volumes/导演们/是枝裕和/下一站，天国	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/是枝裕和/奇迹	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=6
/Volumes/导演们/是枝裕和/距离	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/伍迪·艾伦	not a single movie folder	movies=41 subtitles=0 subdirs=0 other_files=5
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/(1977)红十字的鼓手 Bubeník Cerveného kríza subtitles=2 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/(1980)家屋的梦想 Postav dom, zasad strom subtitles=2 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/(1989)潇洒上枝头 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/(2004)做爱后动物感伤 Post coitum subtitles=1 movies=1 others=2 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/(2008)吸血女伯爵 Bathory subtitles=0 movies=2 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/关于世界末日的不明确报告 subtitles=1 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/千年蜂皇 subtitles=0 movies=2 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/小雀斑马克斯与幽灵们 subtitles=1 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/羽毛精灵 subtitles=0 movies=1 others=1 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/背信者与流浪汉 subtitles=4 movies=2 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/至关紧要的岁月 subtitles=1 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	subdir is not subtitle-only or feature-like	/Volumes/导演们/朱拉·亚库比斯克/诺娜和埃斯特 subtitles=2 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱拉·亚库比斯克	single movie folder without root subtitles but has extras/other files	subdirs=12 other_files=0
/Volumes/导演们/朱拉·亚库比斯克/(1989)潇洒上枝头	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/朱拉·亚库比斯克/(2008)吸血女伯爵 Bathory	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/朱拉·亚库比斯克/千年蜂皇	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/朱拉·亚库比斯克/背信者与流浪汉	not a single movie folder	movies=2 subtitles=4 subdirs=0 other_files=0
/Volumes/导演们/朱拉·亚库比斯克/羽毛精灵	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=1
/Volumes/导演们/安德烈·塔尔科夫斯基	not a single movie folder	movies=15 subtitles=0 subdirs=4 other_files=1
/Volumes/导演们/安德烈·塔尔科夫斯基/安德烈·卢布廖夫	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/安哲罗普洛斯	not a single movie folder	movies=8 subtitles=0 subdirs=6 other_files=0
/Volumes/导演们/安哲罗普洛斯/三十六年岁月	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安哲罗普洛斯/亚历山大大帝	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/安哲罗普洛斯/哭泣的草原	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安哲罗普洛斯/尤利西斯生命之旅	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/安哲罗普洛斯/猎人	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安哲罗普洛斯/重建	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=6
/Volumes/导演们/奥德里奇·利普斯基	not a single movie folder	movies=2 subtitles=0 subdirs=12 other_files=0
/Volumes/导演们/奥德里奇·利普斯基/(1952)Haskovy povidky ze stareho mocnarstvi	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=1
/Volumes/导演们/奥德里奇·利普斯基/(1972)Sest medvedu s Cibulkou	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=1
/Volumes/导演们/奥德里奇·利普斯基/雷蒙纳多·乔	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/格里菲斯	not a single movie folder	movies=2 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/格里菲斯/一个国家的诞生	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/今村昌平	not a single movie folder	movies=7 subtitles=0 subdirs=8 other_files=1
/Volumes/导演们/今村昌平/人间蒸发	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/今村昌平/西银座驿前	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/今村昌平/赤色杀机	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/今村昌平/酋山节考	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/克林特·伊斯特伍德	not a single movie folder	movies=14 subtitles=0 subdirs=5 other_files=2
/Volumes/导演们/克林特·伊斯特伍德/勇闯雷霆峰(英字)	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=1
/Volumes/导演们/朗·霍华德	not a single movie folder	movies=5 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/朗·霍华德/铁拳男人	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/理查德·林克莱特	not a single movie folder	movies=12 subtitles=0 subdirs=1 other_files=2
/Volumes/导演们/理查德·林克莱特/爱在黎明破晓前	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/林赛·安德森	subdir is not subtitle-only or feature-like	/Volumes/导演们/林赛·安德森/假如 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/林赛·安德森	subdir is not subtitle-only or feature-like	/Volumes/导演们/林赛·安德森/如此运动生涯 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/林赛·安德森	subdir is not subtitle-only or feature-like	/Volumes/导演们/林赛·安德森/幸运儿 subtitles=2 movies=2 others=0 nested_dirs=0
/Volumes/导演们/林赛·安德森	single movie folder without root subtitles but has extras/other files	subdirs=3 other_files=0
/Volumes/导演们/林赛·安德森/假如	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/林赛·安德森/如此运动生涯	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/林赛·安德森/幸运儿	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/梅尔·吉布森	not a single movie folder	movies=4 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/山田洋次	not a single movie folder	movies=3 subtitles=0 subdirs=1 other_files=3
/Volumes/导演们/斯坦利·库布里克	not a single movie folder	movies=13 subtitles=0 subdirs=10 other_files=0
/Volumes/导演们/斯坦利·库布里克/幸运的马尔科姆	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/斯坦利·库布里克/斯坦利·库布里克的盒子	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/斯坦利·库布里克/斯坦利·库布里克：电影人生	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/斯坦利·库布里克/全金属外壳	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/全金属外壳/全金属外壳：善与恶之间 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/全金属外壳	single movie folder without root subtitles but has extras/other files	subdirs=2 other_files=0
/Volumes/导演们/斯坦利·库布里克/全金属外壳/全金属外壳幕后花絮及猪脚访谈录	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/斯坦利·库布里克/全金属外壳/全金属外壳：善与恶之间	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/斯坦利·库布里克/2001太空漫游	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/2001太空漫游/2001：创造神话 subtitles=1 movies=2 others=0 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/2001太空漫游	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/2001太空漫游/看见未来的视野：2001的预言 subtitles=1 movies=2 others=0 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/2001太空漫游	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/2001太空漫游/站在库布里克的肩上：2001的馈赠 subtitles=1 movies=2 others=0 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/2001太空漫游	single movie folder without root subtitles but has extras/other files	subdirs=3 other_files=0
/Volumes/导演们/斯坦利·库布里克/闪灵	not a single movie folder	movies=3 subtitles=0 subdirs=2 other_files=0
/Volumes/导演们/斯坦利·库布里克/闪灵/《制作闪灵》---薇薇安·库布里克同步拍摄的《闪灵》纪录片	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/斯坦利·库布里克/发条橙	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/发条橙/制造“发条橙”大杂烩！ subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/发条橙	subdir is not subtitle-only or feature-like	/Volumes/导演们/斯坦利·库布里克/发条橙/发条橙的回归 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/斯坦利·库布里克/发条橙	single movie folder without root subtitles but has extras/other files	subdirs=2 other_files=0
/Volumes/导演们/斯坦利·库布里克/发条橙/制造“发条橙”大杂烩！	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/斯坦利·库布里克/发条橙/发条橙的回归	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/复仇之法 subtitles=2 movies=2 others=0 nested_dirs=0
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/天线 subtitles=1 movies=1 others=0 nested_dirs=0
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/揮発性の女 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/海炭市叙景 subtitles=0 movies=2 others=0 nested_dirs=1
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/空之穴 subtitles=0 movies=2 others=4 nested_dirs=0
/Volumes/导演们/熊切和嘉	subdir is not subtitle-only or feature-like	/Volumes/导演们/熊切和嘉/青春击球棒 subtitles=0 movies=1 others=2 nested_dirs=0
/Volumes/导演们/熊切和嘉	single movie folder without root subtitles but has extras/other files	subdirs=6 other_files=0
/Volumes/导演们/熊切和嘉/复仇之法	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/熊切和嘉/揮発性の女	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/熊切和嘉/海炭市叙景	not a single movie folder	movies=2 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/熊切和嘉/海炭市叙景/Subs	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=5
/Volumes/导演们/熊切和嘉/空之穴	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/熊切和嘉/青春击球棒	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/亚历山大·克鲁格	subdir is not subtitle-only or feature-like	/Volumes/导演们/亚历山大·克鲁格/[德] 锲而不舍的雷妮·派克特.Die.Unbezaehmbare.Leni.Peickert.1970.D9.MiniSD-TLF subtitles=0 movies=0 others=2 nested_dirs=0
/Volumes/导演们/亚历山大·克鲁格	subdir is not subtitle-only or feature-like	/Volumes/导演们/亚历山大·克鲁格/[德] 马戏院帐篷顶上的艺人.Die.Artisten.in.der.Zirkuskuppel：Ratlos.1968.D9.MiniSD-TLF subtitles=0 movies=0 others=2 nested_dirs=0
/Volumes/导演们/亚历山大·克鲁格	subdir is not subtitle-only or feature-like	/Volumes/导演们/亚历山大·克鲁格/德国之秋 subtitles=0 movies=2 others=0 nested_dirs=0
/Volumes/导演们/亚历山大·克鲁格	single movie folder without root subtitles but has extras/other files	subdirs=3 other_files=0
/Volumes/导演们/亚历山大·克鲁格/[德] 锲而不舍的雷妮·派克特.Die.Unbezaehmbare.Leni.Peickert.1970.D9.MiniSD-TLF	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/亚历山大·克鲁格/[德] 马戏院帐篷顶上的艺人.Die.Artisten.in.der.Zirkuskuppel：Ratlos.1968.D9.MiniSD-TLF	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/亚历山大·克鲁格/德国之秋	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫	not a single movie folder	movies=19 subtitles=0 subdirs=19 other_files=1
/Volumes/导演们/亚历山大·索科洛夫/卑微的人生	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/亚历山大·索科洛夫/坚忍的航程	not a single movie folder	movies=5 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/对话索尔仁尼琴	not a single movie folder	movies=4 subtitles=0 subdirs=2 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/对话索尔仁尼琴/Dialogues_With_Solzhenitsyn/Dialogues With Solzhenitsyn(对话索尔仁尼琴)	not a single movie folder	movies=0 subtitles=4 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/对话索尔仁尼琴/Dialogues With Solzhenitsyn(对话索尔仁尼琴)	not a single movie folder	movies=0 subtitles=4 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/悲戚的冷漠	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/悲戚的冷漠/Skorbnoye Beschuvstviye (Mournful Unconcern 1987)	not a single movie folder	movies=0 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/日蚀的日子	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/精神之歌	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/亚历山大·索科洛夫/苏联挽歌	subdir is not subtitle-only or feature-like	/Volumes/导演们/亚历山大·索科洛夫/苏联挽歌/圣彼得堡日记-陀思妥耶夫斯基纪念碑揭幕 subtitles=0 movies=1 others=0 nested_dirs=0
/Volumes/导演们/亚历山大·索科洛夫/苏联挽歌	subdir is not subtitle-only or feature-like	/Volumes/导演们/亚历山大·索科洛夫/苏联挽歌/索科洛夫 subtitles=0 movies=1 others=0 nested_dirs=0
/Volumes/导演们/朱尔斯·达辛	not a single movie folder	movies=3 subtitles=0 subdirs=2 other_files=0
/Volumes/导演们/北野武	not a single movie folder	movies=9 subtitles=0 subdirs=1 other_files=5
/Volumes/导演们/北野武/阿基里斯与龟	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/弗朗西斯·福特·科波拉	not a single movie folder	movies=9 subtitles=0 subdirs=4 other_files=0
/Volumes/导演们/弗朗西斯·福特·科波拉/教父1	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/弗朗西斯·福特·科波拉/教父2	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=5
/Volumes/导演们/弗朗西斯·福特·科波拉/教父3	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/弗朗西斯·福特·科波拉/没有青春的青春	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/格斯·范·桑特	not a single movie folder	movies=7 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/沟口建二	not a single movie folder	movies=11 subtitles=0 subdirs=10 other_files=0
/Volumes/导演们/沟口建二/一个电影导演的生涯-沟口健二	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/沟口建二/元禄忠臣藏	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/沟口建二/新平家物语	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/沟口建二/歌麿和他的五个女人	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=4
/Volumes/导演们/沟口建二/阿游小姐	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/哈罗德·劳埃德	not a single movie folder	movies=41 subtitles=0 subdirs=0 other_files=3
/Volumes/导演们/卡尔·卡切纳	not a single movie folder	movies=4 subtitles=0 subdirs=6 other_files=0
/Volumes/导演们/卡尔·卡切纳/监听	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/卡尔·西奥多·德莱叶	not a single movie folder	movies=11 subtitles=0 subdirs=12 other_files=0
/Volumes/导演们/卡尔·西奥多·德莱叶/房屋的主人	subdir is not subtitle-only or feature-like	/Volumes/导演们/卡尔·西奥多·德莱叶/房屋的主人/房屋的主人 subtitles=0 movies=0 others=2 nested_dirs=0
/Volumes/导演们/卡尔·西奥多·德莱叶/房屋的主人	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=0
/Volumes/导演们/卡尔·西奥多·德莱叶/房屋的主人/房屋的主人	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/卡尔·西奥多·德莱叶/木木	not a single movie folder	movies=0 subtitles=1 subdirs=0 other_files=0
/Volumes/导演们/卡尔·西奥多·德莱叶/麦克尔	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/卡尔·西奥多·德莱叶/短片/好妈妈	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/卡洛斯·绍拉	not a single movie folder	movies=2 subtitles=0 subdirs=15 other_files=0
/Volumes/导演们/卡洛斯·绍拉/歌剧浪子	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/卡洛斯·绍拉/蜂巢	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/卡洛斯·绍拉/饲养乌鸦	not a single movie folder	movies=5 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/柯内流·波蓝波宇	not a single movie folder	movies=2 subtitles=0 subdirs=2 other_files=0
/Volumes/导演们/克劳德·夏布洛尔	not a single movie folder	movies=10 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/克劳德·夏布洛尔/醋劲小鸡	not a single movie folder	movies=5 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/拉莉萨·舍皮琴科	not a single movie folder	movies=2 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/朴赞郁	not a single movie folder	movies=9 subtitles=0 subdirs=3 other_files=1
/Volumes/导演们/朴赞郁/女鼓手	not a single movie folder	movies=6 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/塞缪尔·富勒	not a single movie folder	movies=18 subtitles=0 subdirs=1 other_files=0
/Volumes/导演们/塞缪尔·富勒/刑警大队	not a single movie folder	movies=0 subtitles=1 subdirs=0 other_files=1
/Volumes/导演们/三池崇史	not a single movie folder	movies=13 subtitles=0 subdirs=9 other_files=4
/Volumes/导演们/三池崇史/46亿年之恋	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/三池崇史/以藏	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=4
/Volumes/导演们/三池崇史/夜叉池	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/三池崇史/搞鬼小筑	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=0
/Volumes/导演们/三池崇史/斑马人	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/三池崇史/极道黑社会	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/三池崇史/生存还是毁灭	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/三池崇史/盈雪	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/史蒂文·索德伯格	not a single movie folder	movies=5 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/园子温	not a single movie folder	movies=6 subtitles=0 subdirs=4 other_files=3
/Volumes/导演们/园子温/爱的曝光	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=3
/Volumes/导演们/园子温/纪子的餐桌	not a single movie folder	movies=0 subtitles=0 subdirs=0 other_files=2
/Volumes/导演们/卓别林	not a single movie folder	movies=9 subtitles=0 subdirs=2 other_files=1
/Volumes/导演们/卓别林/卓别林 短片集	not a single movie folder	movies=3 subtitles=0 subdirs=0 other_files=43
/Volumes/导演们/卓别林/卓别林的艺术人生	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安德烈·萨金塞夫	subdir is not subtitle-only or feature-like	/Volumes/导演们/安德烈·萨金塞夫/将爱放逐 subtitles=0 movies=2 others=0 nested_dirs=0
/Volumes/导演们/安德烈·萨金塞夫	single movie folder without root subtitles but has extras/other files	subdirs=1 other_files=1
/Volumes/导演们/安德烈·萨金塞夫/将爱放逐	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安东尼奥尼	not a single movie folder	movies=13 subtitles=0 subdirs=6 other_files=0
/Volumes/导演们/安东尼奥尼/中国	not a single movie folder	movies=3 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安东尼奥尼/失败者	not a single movie folder	movies=2 subtitles=2 subdirs=0 other_files=4
/Volumes/导演们/安东尼奥尼/安东里奥尼早期作品选	not a single movie folder	movies=4 subtitles=0 subdirs=0 other_files=0
/Volumes/导演们/安东尼奥尼/扎布里斯基角	single movie folder without root subtitles but has extras/other files	subdirs=0 other_files=2
/Volumes/导演们/大林宣彦	not a single movie folder	movies=2 subtitles=0 subdirs=0 other_files=0
