# status	folder	message
DONE	/Volumes/导演们/成濑巳喜男/小人物，加油吧	completed 2026-07-17 22:14:43; output=/Volumes/导演们/成濑巳喜男/小人物.加油吧！.Flunky.Work.Hard.1931.DVDRip.XviD-WRD.mkv
FAILED	/Volumes/导演们/成濑巳喜男/幸福生活	subtitle UTF-8 normalization failed: /Volumes/导演们/成濑巳喜男/幸福生活/幸福生活.Tanoshiki.kana.jinsei.This.Happy.Life.1944.Mikio.Naruse.srt
DONE	/Volumes/导演们/成濑巳喜男/没有尽头的街	completed 2026-07-17 22:15:10; output=/Volumes/导演们/成濑巳喜男/没有尽头的街.Street.Without.End.1934.DVDRip.XviD-WRD.mkv
DONE	/Volumes/导演们/大卫·柯南伯格/灵婴	completed 2026-07-17 22:17:17; output=/Volumes/导演们/大卫·柯南伯格/灵婴.The.Brood.1979.mkv
DONE	/Volumes/导演们/杜拉斯/塞扎里	completed 2026-07-17 22:17:39; output=/Volumes/导演们/杜拉斯/Cesaree.mkv
DONE	/Volumes/导演们/威廉·惠勒/孔雀夫人	completed 2026-07-17 22:18:25; output=/Volumes/导演们/威廉·惠勒/孔雀夫人.Dodsworth.1936.DVDRip.X264.AAC-jeffWen.mkv
DONE	/Volumes/导演们/威廉·惠勒/香笺泪	completed 2026-07-17 22:18:53; output=/Volumes/导演们/威廉·惠勒/香笺泪.The.Letter.1940.DVDRip.XviD.MP3-VH-PROD.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/伊斯坦布尔	completed 2026-07-17 22:19:05; output=/Volumes/导演们/莫里斯·皮亚拉/伊斯坦布尔.Istanbul.-.1964.-.Maurice.Pialat.-.MoC.74.-.tt0422504.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/佩何里凡	completed 2026-07-17 22:19:17; output=/Volumes/导演们/莫里斯·皮亚拉/佩何里凡.Pehlivan.-.1964.-.Maurice.Pialat.-.MoC.74.-.tt0325964.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/博斯普鲁斯	completed 2026-07-17 22:19:28; output=/Volumes/导演们/莫里斯·皮亚拉/博斯普鲁斯.Bosphore.(Bosporus).-.1964.-.Maurice.Pialat.-.MoC.74.-.tt1866932.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/可笑的表情	completed 2026-07-17 22:19:42; output=/Volumes/导演们/莫里斯·皮亚拉/可笑的表情.Drôles.de.bobines.(Funny.Reels).-.1957.-.Maurice.Pialat.-.MoC.74.-.tt1866954.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/吉妮	completed 2026-07-17 22:19:57; output=/Volumes/导演们/莫里斯·皮亚拉/吉妮.Janine.-.1961.-.Maurice.Pialat.-.MoC.74.-.tt0209056.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/家庭阴影	completed 2026-07-17 22:20:24; output=/Volumes/导演们/莫里斯·皮亚拉/家庭阴影.L'Ombre.familière.(The.Familiar.Shadow).-.1958.-.Maurice.Pialat.-.MoC.74.-.tt1866992.mkv
FAILED	/Volumes/导演们/莫里斯·皮亚拉/张口结舌	unexpected files found in /Volumes/导演们/莫里斯·皮亚拉/张口结舌
DONE	/Volumes/导演们/莫里斯·皮亚拉/拜占庭	completed 2026-07-17 22:20:41; output=/Volumes/导演们/莫里斯·皮亚拉/拜占庭.Byzance.(Byzantium).-.1964.-.Maurice.Pialat.-.MoC.74.-.tt0325139.mkv
FAILED	/Volumes/导演们/莫里斯·皮亚拉/毕业生	unexpected files found in /Volumes/导演们/莫里斯·皮亚拉/毕业生
DONE	/Volumes/导演们/莫里斯·皮亚拉/盖洛普大师	completed 2026-07-17 22:20:58; output=/Volumes/导演们/莫里斯·皮亚拉/盖洛普大师.Maître.Galip.(Master.Galip).-.1964.-.Maurice.Pialat.-.MoC.74.-.tt0209140.mkv
FAILED	/Volumes/导演们/莫里斯·皮亚拉/警察	unexpected files found in /Volumes/导演们/莫里斯·皮亚拉/警察
DONE	/Volumes/导演们/莫里斯·皮亚拉/金号角	completed 2026-07-17 22:21:14; output=/Volumes/导演们/莫里斯·皮亚拉/金号角.La.Corne.d’or.(The.Golden.Horn).-.1964.-.Maurice.Pialat.-MoC.74.-.tt0810373.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/Isabelle aux Dombes	completed 2026-07-17 22:21:23; output=/Volumes/导演们/莫里斯·皮亚拉/Isabelle.aux.Dombes.1951.Maurice.Pialat.MoC.78.tt1861353.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/卡马格	completed 2026-07-17 22:21:31; output=/Volumes/导演们/莫里斯·皮亚拉/卡马格.La.Camargue.-.1966.-.Maurice.Pialat.-.MoC.73.mkv
DONE	/Volumes/导演们/莫里斯·皮亚拉/教区圣体大会	completed 2026-07-17 22:21:40; output=/Volumes/导演们/莫里斯·皮亚拉/教区圣体大会.Congrès.eucharistique.diocésain.-.1953.-.Maurice.Pialat.-.MoC.78.-.tt1861302.mkv
DONE	/Volumes/导演们/大岛渚/日本之夜与雾	completed 2026-07-17 22:22:24; output=/Volumes/导演们/大岛渚/日本之夜与雾.日本の夜と霧.1960.mkv
DONE	/Volumes/导演们/亨利·乔治·克鲁佐/乌鸦	completed 2026-07-17 22:23:12; output=/Volumes/导演们/亨利·乔治·克鲁佐/乌鸦.Le.Corbeau.1943.DVDRip.XviD-FRAGM.mkv
DONE	/Volumes/导演们/亨利·乔治·克鲁佐/女囚犯	completed 2026-07-17 22:24:16; output=/Volumes/导演们/亨利·乔治·克鲁佐/女囚犯.La.Prisonniere.1968.ru1-fr.mkv
DONE	/Volumes/导演们/亨利·乔治·克鲁佐/犯罪河岸	completed 2026-07-17 22:25:08; output=/Volumes/导演们/亨利·乔治·克鲁佐/犯罪河岸.Quai.des.Orfevres.1947.mkv
DONE	/Volumes/导演们/伊利亚·卡赞/围歼街头	completed 2026-07-17 22:25:58; output=/Volumes/导演们/伊利亚·卡赞/围歼街头.Elia.Kazan.Panic.In.The.Streets.1950.mkv
DONE	/Volumes/导演们/比利·怀尔德/七年之痒	completed 2026-07-17 22:26:28; output=/Volumes/导演们/比利·怀尔德/七年之痒.The.Seven.Year.Itch.1955.DVDRip.XviD-HigHoT.mkv
DONE	/Volumes/导演们/比利·怀尔德/大人与小孩	completed 2026-07-17 22:27:01; output=/Volumes/导演们/比利·怀尔德/大人与小孩.The.Major.and.the.Minor.1942.DVDRip.XviD.iMMORTALs.mkv
DONE	/Volumes/导演们/比利·怀尔德/爱玛姑娘	completed 2026-07-17 22:28:05; output=/Volumes/导演们/比利·怀尔德/爱玛姑娘.Irma.La.Douce.1963.DVDRip.XviD-BW.mkv
DONE	/Volumes/导演们/比利·怀尔德/璇宫艳舞	completed 2026-07-17 22:28:38; output=/Volumes/导演们/比利·怀尔德/璇宫艳舞.The.Emperor.Waltz.1948.DVDRip.XviD-BW.mkv
DONE	/Volumes/导演们/若松孝二/墙中秘事	completed 2026-07-17 22:30:20; output=/Volumes/导演们/若松孝二/墙中秘事.Kabe.no.naka.no.himegoto.1965.mkv
DONE	/Volumes/导演们/西德尼·吕美特/山丘	completed 2026-07-17 22:31:03; output=/Volumes/导演们/西德尼·吕美特/山丘.The.Hill.1965.DVDRip.x264.mkv
DONE	/Volumes/导演们/谢尔盖·爱森斯坦/伊凡雷帝	completed 2026-07-17 22:34:17; output=/Volumes/导演们/谢尔盖·爱森斯坦/[伊凡雷帝1].Ivan.the.Terrible,Part.One.1944.DVDrip.XviD.AC3.iNT-alaundo.mkv
DONE	/Volumes/导演们/谢尔盖·爱森斯坦/十月	completed 2026-07-17 22:35:11; output=/Volumes/导演们/谢尔盖·爱森斯坦/十月.October.Ten.Days.That.Shook.The.World.1928.mkv
DONE	/Volumes/导演们/谢尔盖·爱森斯坦/墨西哥万岁	completed 2026-07-17 22:35:52; output=/Volumes/导演们/谢尔盖·爱森斯坦/墨西哥万岁.Que.viva.Mexico.1979.mkv
DONE	/Volumes/导演们/杨·史云梅耶/唐璜	completed 2026-07-17 22:36:08; output=/Volumes/导演们/杨·史云梅耶/唐璜.Don.Juan.1970.fico-donjuan.mkv
DONE	/Volumes/导演们/杨·史云梅耶/最后的把戏	completed 2026-07-17 22:36:15; output=/Volumes/导演们/杨·史云梅耶/最后的把戏.The.Last.Trick.1964.fico-lastrick.mkv
DONE	/Volumes/导演们/杨·史云梅耶/纳骨堂	completed 2026-07-17 22:36:21; output=/Volumes/导演们/杨·史云梅耶/纳骨堂.The.Ossuary.1970.fico-ossuary.mkv
DONE	/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】修女乔安娜 Matka Joanna od aniolów (1961)	completed 2026-07-17 22:40:03; output=/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/修女乔安娜.Matka.Joanna.od.aniolow.1961.mkv
DONE	/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】旅店 Austeria (1982)	completed 2026-07-17 22:42:01; output=/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/百度贴吧经典电影吧整理收集.旅店.1982.A.HDRip-AVC.mkv
DONE	/Volumes/导演们/约瑟夫·罗西/车祸	completed 2026-07-17 22:42:29; output=/Volumes/导演们/约瑟夫·罗西/车祸.Accident.1967.Dvdrip.Xvid-Finale.mkv
DONE	/Volumes/导演们/约瑟夫·罗西/鳟鱼 La Truite (1982)	completed 2026-07-17 22:42:58; output=/Volumes/导演们/约瑟夫·罗西/鳟鱼.The.Trout.1982.DVDRip.XviD-iMBT.mkv
FAILED	/Volumes/导演们/拉杜·裘德/喝彩	unexpected files found in /Volumes/导演们/拉杜·裘德/喝彩
DONE	/Volumes/导演们/沃纳·赫尔佐格/一只土拨鼠能啃掉多少	completed 2026-07-17 22:43:11; output=/Volumes/导演们/沃纳·赫尔佐格/一只土拨鼠能啃掉多少.How.Much.Wood.Would.a.Woodchuck.Chuck.1976.Herzog.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/东非的飞行医生们	completed 2026-07-17 22:43:25; output=/Volumes/导演们/沃纳·赫尔佐格/东非的飞行医生们.Die.fliegenden.Arzte.von.Ostafrika.1969.aka.The.Flying.Doctors.of.East.Africa.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/太阳牧者	completed 2026-07-17 22:43:39; output=/Volumes/导演们/沃纳·赫尔佐格/太阳牧者.Wodaabe.Herdsmen.of.the.Sun.1989.Wodaabe1.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/希望的翅膀	completed 2026-07-17 22:49:28; output=/Volumes/导演们/沃纳·赫尔佐格/希望的翅膀.Wings.of.Hope.1998.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/来自昏暗国度的回声	completed 2026-07-17 22:51:31; output=/Volumes/导演们/沃纳·赫尔佐格/来自昏暗国度的回声.Echos.aus.einem.duesteren.Reich.1990.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/绿蚂蚁做梦的地方	completed 2026-07-17 22:52:03; output=/Volumes/导演们/沃纳·赫尔佐格/绿蚁安睡的地方.Where.the.Green.Ants.Dream.1984.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/五种死亡的声音	completed 2026-07-17 22:52:17; output=/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/DeathForFiveVoices.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/留心对抗梦幻	completed 2026-07-17 22:52:23; output=/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/Massnahmen.gegen.Fanatiker.aka.Measures.Against.Fanatics.mkv
DONE	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/赫尔佐格吃他的鞋	completed 2026-07-17 22:52:32; output=/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/shoe.mkv
FAILED	/Volumes/导演们/克日什托夫·基耶斯洛夫斯基/短片/愿望音乐会	subtitle encoding detection failed: /Volumes/导演们/克日什托夫·基耶斯洛夫斯基/短片/愿望音乐会/愿望音乐会.Concert.of.Wishes.1967.chs.srt :: 
DONE	/Volumes/导演们/伊日·门泽尔/金黄色的回忆	completed 2026-07-17 22:53:13; output=/Volumes/导演们/伊日·门泽尔/金黄色的回忆.Postriziny.1981.mkv
DONE	/Volumes/导演们/卢基诺·维斯康蒂/北斗七星	completed 2026-07-17 22:53:38; output=/Volumes/导演们/卢基诺·维斯康蒂/北斗七星.Vaghe.Stelle.Dell.Orsa.1965.DVDRip.XviD-BLooDWeiSeR.mkv
FAILED	/Volumes/导演们/卢基诺·维斯康蒂/沉沦	unexpected files found in /Volumes/导演们/卢基诺·维斯康蒂/沉沦
FAILED	/Volumes/导演们/卢基诺·维斯康蒂/纳粹狂魔	subtitle encoding detection failed: /Volumes/导演们/卢基诺·维斯康蒂/纳粹狂魔/纳粹狂魔.La.Caduta.Degli.Dei.1969.DVDRip.DivX.chs.srt :: 
DONE	/Volumes/导演们/肯·洛奇/对话杰里米·科尔宾	completed 2026-07-17 22:55:32; output=/Volumes/导演们/肯·洛奇/对话杰里米·科尔宾.In.Conversation.With.Jeremy.Corbyn.2016.WEB-DL.1080p.H264.AAC-dingfengbo.mkv
DONE	/Volumes/导演们/曼努埃尔·德·奥利维拉/追忆童年往事	completed 2026-07-17 22:57:35; output=/Volumes/导演们/曼努埃尔·德·奥利维拉/porto.of.my.childhood.2001.dvdrip.xvid-espise.mkv
DONE	/Volumes/导演们/泽维尔·多兰/汤姆的农场旅行	completed 2026-07-17 23:03:04; output=/Volumes/导演们/泽维尔·多兰/汤姆的农场旅行.Tom.at.the.Farm.2013.Blu.Ray.720p.CINEMANIA.mkv
DONE	/Volumes/分类/华语世界/中国大陆/20世纪老电影/90/本命年	completed 2026-07-17 23:04:24; output=/Volumes/分类/华语世界/中国大陆/20世纪老电影/90/本命年.Black.Snow.1990.DVDRip.X264-KEN.mkv
DONE	/Volumes/分类/华语世界/台湾/张作骥/黑暗之光	completed 2026-07-17 23:04:55; output=/Volumes/分类/华语世界/台湾/张作骥/[黑暗之光].Darkness.and.Light-nmv.mkv
DONE	/Volumes/分类/华语世界/禁/The.Passion.Of.The.Mao.2006.DVDRip.XviD-CoWRY	completed 2026-07-17 23:06:25; output=/Volumes/分类/华语世界/禁/cowry-tpotm.mkv
DONE	/Volumes/分类/传记·一段历史/春之颂	completed 2026-07-17 23:08:02; output=/Volumes/分类/传记·一段历史/Fruhlingssinfonie--Spring-Symphony--1983--tt0085568--640x480.mkv
DONE	/Volumes/分类/传记·一段历史/科特·科本：关于一个孩子	completed 2026-07-17 23:08:37; output=/Volumes/分类/传记·一段历史/科特·科本：关于一个孩子.Kurt.Cobain.About.A.Son.2006.LiMiTED.DOCU.DVDRip.XviD-RiZLA.mkv
DONE	/Volumes/分类/动画片/艾迪与我	completed 2026-07-17 23:10:39; output=/Volumes/分类/动画片/Technotise.Edit.And.I.2009.DVDRip.XviD-REACTOR.mkv
DONE	/Volumes/分类/动画片/阿祖尔和阿斯马尔	completed 2026-07-17 23:11:58; output=/Volumes/分类/动画片/阿祖尔和阿斯马尔.Azur.et.Asmar.2006.BluRay.480p.x264.AC3-CHD.mkv
DONE	/Volumes/分类/公路/寻找1967年女神	completed 2026-07-17 23:12:25; output=/Volumes/分类/公路/寻找1967年女神.The_Goddess_of_1967_.mkv
DONE	/Volumes/分类/CULT·实验/亚当斯一家的价值观	completed 2026-07-17 23:13:11; output=/Volumes/分类/CULT·实验/亚当斯一家的价值观.The.Addams.Family.Values.1993.DVDRip.DivX-NoGrp.mkv
DONE	/Volumes/分类/CULT·实验/化身博士	completed 2026-07-17 23:14:43; output=/Volumes/分类/CULT·实验/Dr.Jekyll.and.Mr.Hyde.1931.DVDRip.X264.AAC-jeffWen.mkv
DONE	/Volumes/分类/CULT·实验/有机体的秘密	completed 2026-07-17 23:17:05; output=/Volumes/分类/CULT·实验/WR Mysteries of the Organism (1971).mkv
DONE	/Volumes/分类/CULT·实验/黑桃王后	completed 2026-07-17 23:17:36; output=/Volumes/分类/CULT·实验/黑桃王后The Queen Of Spades (1949) DVDRip (SiRiUs sHaRe).mkv
DONE	/Volumes/分类/黑色电影/不夜城	completed 2026-07-17 23:18:13; output=/Volumes/分类/黑色电影/不夜城_The_Naked_City.mkv
DONE	/Volumes/分类/黑色电影/兰闺艳血	completed 2026-07-17 23:19:38; output=/Volumes/分类/黑色电影/In.a.Lonely.Place.1950.DVDRip.XviD-MDX.mkv
DONE	/Volumes/分类/黑色电影/夜幕	completed 2026-07-17 23:21:22; output=/Volumes/分类/黑色电影/imts-nightfall.mkv
DONE	/Volumes/分类/黑色电影/大爵士乐队	completed 2026-07-17 23:22:00; output=/Volumes/分类/黑色电影/大爵士乐队The_Big_Combo.mkv
DONE	/Volumes/分类/黑色电影/战胜恶魔	completed 2026-07-17 23:22:43; output=/Volumes/分类/黑色电影/战胜恶魔Beat_the_Devil_(1953).mkv
DONE	/Volumes/分类/黑色电影/枪疯	completed 2026-07-17 23:24:50; output=/Volumes/分类/黑色电影/Gun_Crazy(1949).mkv
FAILED	/Volumes/分类/黑色电影/步步惊魂	unexpected files found in /Volumes/分类/黑色电影/步步惊魂
DONE_REVIEW	/Volumes/分类/黑色电影/痛苦的报酬	output completed, but folder was not removed: /Volumes/分类/黑色电影/痛苦的报酬Force.Of.Evil.1948.DVDRip.x264.mkv
DONE	/Volumes/分类/黑色电影/血溅虎头门	completed 2026-07-17 23:26:55; output=/Volumes/分类/黑色电影/血溅虎头门.Brute.Force.1947.DVDRip.XviD-SEVcD.mkv
FAILED	/Volumes/分类/黑色电影/邮差总按两次铃	subtitle disc marker mismatch: movie=cd1 subtitle=cd2 file=/Volumes/分类/黑色电影/邮差总按两次铃/The.Postman.Always.Rings.Twice.1946.CD2.DVDRip.XviD-FiNaLe.srt
DONE	/Volumes/分类/恐怖/恐怖小店	completed 2026-07-17 23:31:26; output=/Volumes/分类/恐怖/恐怖小店.The.Little.Shop.Of.Horrors.1960.COLORiZED.DVDRip.XviD-iLS.mkv
DONE	/Volumes/分类/音乐/冬天里的心	completed 2026-07-17 23:33:06; output=/Volumes/分类/音乐/冬天里的心.Un.Coeur.En.Hiver.1992.DVDRip.FRENCH.XviD-NewMov.mkv
DONE	/Volumes/分类/战争/亚历山大·涅夫斯基	completed 2026-07-17 23:35:06; output=/Volumes/分类/战争/亚历山大.涅夫斯基.Alexander.Nevsky.1938.mkv
DONE	/Volumes/分类/战争/阳晖楼	completed 2026-07-17 23:39:57; output=/Volumes/分类/战争/阳晖楼1983.mkv
DONE	/Volumes/分类/爱情/三妻艳史	completed 2026-07-17 23:40:32; output=/Volumes/分类/爱情/三妻艳史.A.Letter.To.Three.Wives.1949.DVDRip.XviD-VH-PROD.mkv
DONE	/Volumes/分类/爱情/爱	completed 2026-07-17 23:41:09; output=/Volumes/分类/爱情/Károly_Makk-Szerelem_(__Love__)_(1971).mkv
DONE	/Volumes/分类/爱情/爱在世界崩溃时	completed 2026-07-17 23:41:35; output=/Volumes/分类/爱情/lap-wseo.mkv
DONE	/Volumes/分类/爱情/爱在别乡的季节	completed 2026-07-17 23:42:22; output=/Volumes/分类/爱情/爱在别乡的季节.Farewell.China.1990.DVDRip.X264.AAC-KEN.mkv
DONE	/Volumes/分类/爱情/爱情公寓	completed 2026-07-17 23:42:40; output=/Volumes/分类/爱情/爱情公寓.Orange.Love.2007.DVDRip.XviD-AsiSter.mkv
DONE	/Volumes/分类/纪录/光影的魅力	completed 2026-07-17 23:44:22; output=/Volumes/分类/纪录/光影的魅力.Visions.Of.Light.1992.DVDRip.XviD-HoN.mkv
FAILED	/Volumes/分类/纪录/山有多高	unexpected files found in /Volumes/分类/纪录/山有多高
FAILED	/Volumes/分类/纪录/战地摄影师	unexpected files found in /Volumes/分类/纪录/战地摄影师
FAILED	/Volumes/分类/纪录/诗歌的力量	unexpected files found in /Volumes/分类/纪录/诗歌的力量
FAILED	/Volumes/分类/科幻·奇幻/玛丽娜	subtitle/movie name mismatch: Malina movie with Le Fond de l Air Est Rouge subtitles; skipped before cleanup
DONE	/Volumes/分类/短篇集/果酱短片集	completed 2026-07-17 23:49:00; output=/Volumes/分类/短篇集/果酱短片集.Jam.films.2002.DVDRip.XviD-IMBT.mkv
DONE	/Volumes/分类/短篇集/火车三段程	completed 2026-07-17 23:50:42; output=/Volumes/分类/短篇集/Tickets.2005.DVDRip.x264-mafalda.mkv
DONE	/Volumes/分类/合集/要分类/执斧人	completed 2026-07-17 23:51:49; output=/Volumes/分类/合集/要分类/执斧人+Siekierezada.mkv
DONE	/Volumes/分类/合集/要分类/(1950)遥远的旅程 Daleká cesta	completed 2026-07-17 23:54:07; output=/Volumes/分类/合集/要分类/daleka.cesta-kinobox.mkv
DONE	/Volumes/分类/合集/要分类/(1963)一日一猫 Az prijde kocour	completed 2026-07-17 23:55:36; output=/Volumes/分类/合集/要分类/Az-prijde-kocour-(1963).mkv
DONE	/Volumes/分类/合集/要分类/(1966)雏菊 Sedmikrásky	completed 2026-07-17 23:57:34; output=/Volumes/分类/合集/要分类/sedmikrasky_1966-nahrano-pres-MULTILOAD-CZ.mkv
DONE	/Volumes/分类/合集/要分类/(1966)海底的珍珠 Perlicky na dne	completed 2026-07-17 23:58:57; output=/Volumes/分类/合集/要分类/Perličky-na-dně-1965-cz.dabing.AX.mkv
DONE	/Volumes/分类/合集/要分类/(1969)玩笑	completed 2026-07-18 00:00:49; output=/Volumes/分类/合集/要分类/玩笑+Zert+(1969).mkv
DONE	/Volumes/分类/合集/要分类/(1996)马里安 Marian	completed 2026-07-18 00:02:13; output=/Volumes/分类/合集/要分类/Marian-(1996).mkv
DONE	/Volumes/分类/合集/要分类/惩罚公园	completed 2026-07-18 00:02:37; output=/Volumes/分类/合集/要分类/Punishment.Park.1971.DVDRip.x264.mkv
DONE	/Volumes/分类/喜剧/意大利式离婚	completed 2026-07-18 00:03:20; output=/Volumes/分类/喜剧/Divorzio all'italiana - Germi Pietro 1 - 1961 - con Sofia Loren, Marcello Mastroianni ITA.mkv
FAILED	/Volumes/分类/喜剧/捷克有间大酒店	verification failed: expected at least 1 appended subtitle tracks, found 0
DONE	/Volumes/分类/喜剧/摇尾狗	completed 2026-07-18 00:06:19; output=/Volumes/分类/喜剧/作大英雄.Wag.The.Dog.1997.DVDRip.XviD-OS.iLUMiNADOS.mkv
DONE	/Volumes/分类/喜剧/道别派对	completed 2026-07-18 00:07:11; output=/Volumes/分类/喜剧/Mita.Tova.2014.DVDRIP.XVID.AC3.mkv
DONE	/Volumes/分类/惊悚·犯罪·动作/最美丽的妻子	completed 2026-07-18 00:08:29; output=/Volumes/分类/惊悚·犯罪·动作/The.Most.Beautiful.Wife.70.mkv
DONE	/Volumes/分类/惊悚·犯罪·动作/玛塔在里斯本	completed 2026-07-18 00:11:44; output=/Volumes/分类/惊悚·犯罪·动作/1970-O Cerco aka Besieged (Antonio da Cunha Telles).mkv
DONE	/Volumes/分类/惊悚·犯罪·动作/该死的野兽	completed 2026-07-18 00:13:47; output=/Volumes/分类/惊悚·犯罪·动作/野兽之死.the.beast.to.die.toru.murakawa.1980.mkv
DONE	/Volumes/分类/青春·儿童/听见天堂	completed 2026-07-18 00:14:21; output=/Volumes/分类/青春·儿童/听见天堂.Red.Like.The.Sky.2006.DVDRip.XviD-MESS.mkv
DONE	/Volumes/分类/青春·儿童/悲怜上帝的小女儿	completed 2026-07-18 00:14:43; output=/Volumes/分类/青春·儿童/悲怜上帝的小女儿.Ponette.1996.DVDRip.Xvid.Mp3.720x480.30Fps.French.mkv
